BlackElo_broad,WhiteElo_broad,Opening_broad,death_position,killed_piece_id,killed_by_piece_id,counts
1750+,1750+,King's Gambit,c4,W-P-c,B-P-b,1
1750+,1750+,King's Gambit,c5,W-P-c,B-P-a,1
1750+,1750+,King's Gambit,c6,B-N-b,W-B-f,1
1750+,1750+,King's Gambit,c6,W-B-f,B-B-c,1
1750+,1750+,King's Gambit,d2,B-B-f,W-Q,1
1750+,1750+,King's Gambit,d2,W-N-b,B-B-f,1
1750+,1750+,King's Gambit,d4,B-P-a,W-Q,1
1750+,1750+,King's Gambit,d4,B-P-c,W-Q,1
1750+,1750+,King's Gambit,d4,W-P-d,B-P-a,1
1750+,1750+,King's Gambit,d4,W-P-d,B-P-c,1
1750+,1750+,King's Gambit,d5,B-P-d,W-P-e,1
1750+,1750+,King's Gambit,d5,W-P-e,B-Q,1
1750+,1750+,King's Gambit,d6,B-B-f,W-B-c,1
1750+,1750+,King's Gambit,d6,B-P-d,W-B-c,1
1750+,1750+,King's Gambit,d6,W-B-c,B-P-c,1
1750+,1750+,King's Gambit,d7,B-Q,W-B-f,1
1750+,1750+,King's Gambit,d7,W-B-f,B-R-a,1
1750+,1750+,King's Gambit,e2,B-B-c,W-Q,1
1750+,1750+,King's Gambit,e2,W-N-b,B-B-c,1
1750+,1750+,King's Gambit,e4,B-B-c,W-N-b,1
1750+,1750+,King's Gambit,e4,W-N-b,B-P-f,1
1750+,1750+,King's Gambit,e4,W-P-e,B-P-a,1
1750+,1750+,King's Gambit,e5,B-N-g,W-B-c,1
1750+,1750+,King's Gambit,e5,B-P-d,W-N-b,1
1750+,1750+,King's Gambit,e5,B-P-d,W-P-d,1
1750+,1750+,King's Gambit,e5,B-P-f,W-R-h,1
1750+,1750+,King's Gambit,e5,W-N-b,B-N-g,1
1750+,1750+,King's Gambit,e5,W-P-e,B-P-d,2
1750+,1750+,King's Gambit,e5,W-R-h,B-B-f,1
1750+,1750+,King's Gambit,e6,B-B-c,W-B-f,1
1750+,1750+,King's Gambit,e6,B-B-c,W-R-a,1
1750+,1750+,King's Gambit,e6,W-B-f,B-P-f,1
1750+,1750+,King's Gambit,e7,B-N-b,W-B-c,1
1750+,1750+,King's Gambit,e7,B-Q,W-R-a,1
1750+,1750+,King's Gambit,e7,W-B-c,B-Q,1
1750+,1750+,King's Gambit,f1,B-R-a,W-R-a,1
1750+,1750+,King's Gambit,f1,W-R-a,B-P-f,1
1750+,1750+,King's Gambit,f3,B-B-c,W-R-h,1
1750+,1750+,King's Gambit,f3,B-N-b,W-N-b,1
1750+,1750+,King's Gambit,f3,W-N-g,B-B-c,2
1750+,1750+,King's Gambit,f3,W-N-g,B-N-b,1
1750+,1750+,King's Gambit,f4,B-P-e,W-B-c,5
1750+,1750+,King's Gambit,f4,W-P-f,B-P-e,6
1750+,1750+,King's Gambit,f6,B-N-b,W-R-h,1
1750+,1750+,King's Gambit,f6,B-N-g,W-N-g,1
1750+,1750+,King's Gambit,f6,W-N-g,B-B-f,1
1750+,1750+,King's Gambit,f6,W-R-h,B-P-g,1
1750+,1750+,King's Gambit,f8,B-R-h,W-R-h,1
1750+,1750+,King's Gambit,f8,W-R-h,B-R-a,1
1750+,1750+,King's Gambit,g2,W-P-g,B-P-a,1
1750+,1750+,King's Gambit,g2,W-P-g,B-P-g,1
1750+,1750+,King's Gambit,g4,B-B-c,W-P-h,1
1750+,1750+,King's Gambit,g4,B-P-g,W-P-h,1
1750+,1750+,King's Gambit,g4,W-P-g,B-B-c,1
1750+,1750+,King's Gambit,g4,W-P-h,B-B-c,1
1750+,1750+,King's Gambit,g4,W-P-h,B-Q,1
1750+,1750+,King's Gambit,g5,W-P-g,B-B-f,1
1750+,1750+,King's Gambit,h2,W-N-g,B-N-g,1
1750+,1750+,King's Gambit,h3,W-P-h,B-P-g,1
1750+,1750+,King's Pawn Game,e2,B-N-b,W-N-b,1
1750+,1750+,King's Pawn Game,e2,W-N-g,B-N-b,1
1750+,1750+,King's Pawn Game,e3,B-B-f,W-P-f,1
1750+,1750+,King's Pawn Game,e3,W-B-c,B-B-f,1
1750+,1750+,King's Pawn Game,e4,B-P-d,W-B-f,1
1750+,1750+,King's Pawn Game,e4,W-P-e,B-P-d,1
1750+,1750+,Other,a1,B-B-f,W-R-h,1
1750+,1750+,Other,a1,B-N-b,W-Q,1
1750+,1750+,Other,a1,W-R-a,B-B-f,1
1750+,1750+,Other,a1,W-R-a,B-N-b,1
1750+,1750+,Other,a1,W-R-a,B-Q,1
1750+,1750+,Other,a2,B-P-a,W-R-h,1
1750+,1750+,Other,a2,W-P-a,B-B-c,1
1750+,1750+,Other,a2,W-P-a,B-R-a,1
1750+,1750+,Other,a2,W-Q,B-B-c,1
1750+,1750+,Other,a3,W-P-a,B-N-g,1
1750+,1750+,Other,a3,W-P-a,B-R-a,2
1750+,1750+,Other,a3,W-P-a,B-R-h,1
1750+,1750+,Other,a4,B-P-a,W-K,1
1750+,1750+,Other,a4,B-P-a,W-P-b,2
1750+,1750+,Other,a4,B-P-b,W-K,1
1750+,1750+,Other,a4,W-P-a,B-P-b,1
1750+,1750+,Other,a4,W-P-a,B-Q,2
1750+,1750+,Other,a4,W-P-b,B-R-a,1
1750+,1750+,Other,a5,B-N-b,W-P-b,1
1750+,1750+,Other,a5,B-P-a,W-B-c,1
1750+,1750+,Other,a5,B-P-a,W-P-b,1
1750+,1750+,Other,a5,B-P-a,W-Q,2
1750+,1750+,Other,a5,B-Q,W-Q,1
1750+,1750+,Other,a5,W-P-b,B-Q,1
1750+,1750+,Other,a5,W-Q,B-N-b,1
1750+,1750+,Other,a6,B-B-c,W-N-b,1
1750+,1750+,Other,a6,W-N-b,B-R-a,1
1750+,1750+,Other,a7,B-B-f,W-B-c,1
1750+,1750+,Other,a7,W-B-c,B-R-a,1
1750+,1750+,Other,a7,W-P-b,B-N-b,1
1750+,1750+,Other,a7,W-Q,B-Q,1
1750+,1750+,Other,a8,B-R-a,W-B-f,1
1750+,1750+,Other,a8,B-R-a,W-Q,2
1750+,1750+,Other,a8,W-P-a,B-P-h,1
1750+,1750+,Other,b1,B-B-c,W-R-a,1
1750+,1750+,Other,b1,B-Q,W-N-b,1
1750+,1750+,Other,b1,B-Q,W-R-a,1
1750+,1750+,Other,b1,B-R-h,W-K,1
1750+,1750+,Other,b1,W-B-f,B-B-c,1
1750+,1750+,Other,b1,W-R-a,B-B-c,1
1750+,1750+,Other,b1,W-R-a,B-N-b,1
1750+,1750+,Other,b1,W-R-a,B-Q,1
1750+,1750+,Other,b1,W-R-a,B-R-h,1
1750+,1750+,Other,b1,W-R-h,B-Q,1
1750+,1750+,Other,b2,W-B-c,B-B-f,1
1750+,1750+,Other,b2,W-P-b,B-B-f,1
1750+,1750+,Other,b2,W-P-b,B-N-b,1
1750+,1750+,Other,b2,W-P-b,B-N-g,1
1750+,1750+,Other,b2,W-P-b,B-Q,3
1750+,1750+,Other,b3,B-B-c,W-K,1
1750+,1750+,Other,b3,B-N-b,W-P-c,1
1750+,1750+,Other,b3,B-P-b,W-P-a,1
1750+,1750+,Other,b3,B-Q,W-P-a,1
1750+,1750+,Other,b3,B-R-a,W-K,1
1750+,1750+,Other,b3,W-B-f,B-N-b,1
1750+,1750+,Other,b3,W-P-a,B-P-c,1
1750+,1750+,Other,b3,W-P-b,B-N-b,1
1750+,1750+,Other,b3,W-P-c,B-Q,1
1750+,1750+,Other,b3,W-Q,B-Q,1
1750+,1750+,Other,b4,B-B-f,W-R-a,1
1750+,1750+,Other,b4,B-N-g,W-P-a,1
1750+,1750+,Other,b4,B-P-b,W-B-c,1
1750+,1750+,Other,b4,B-P-c,W-B-c,1
1750+,1750+,Other,b4,W-B-c,B-N-g,1
1750+,1750+,Other,b4,W-P-a,B-N-b,1
1750+,1750+,Other,b4,W-P-b,B-B-f,4
1750+,1750+,Other,b4,W-P-b,B-N-b,1
1750+,1750+,Other,b4,W-P-b,B-P-c,1
1750+,1750+,Other,b4,W-P-b,B-R-h,1
1750+,1750+,Other,b5,B-P-a,W-B-f,1
1750+,1750+,Other,b5,B-P-a,W-K,1
1750+,1750+,Other,b5,B-P-b,W-B-f,1
1750+,1750+,Other,b5,B-P-b,W-K,1
1750+,1750+,Other,b5,B-P-b,W-N-b,1
1750+,1750+,Other,b5,B-P-b,W-P-c,4
1750+,1750+,Other,b5,B-P-c,W-N-b,1
1750+,1750+,Other,b5,B-P-c,W-P-a,1
1750+,1750+,Other,b5,W-N-b,B-R-a,1
1750+,1750+,Other,b5,W-P-a,B-P-a,1
1750+,1750+,Other,b5,W-P-b,B-P-c,2
1750+,1750+,Other,b5,W-P-c,B-N-b,1
1750+,1750+,Other,b5,W-P-c,B-P-a,3
1750+,1750+,Other,b6,B-B-f,W-N-b,1
1750+,1750+,Other,b6,B-N-b,W-N-b,1
1750+,1750+,Other,b6,B-P-b,W-P-c,1
1750+,1750+,Other,b6,W-N-b,B-P-a,1
1750+,1750+,Other,b6,W-P-c,B-P-a,1
1750+,1750+,Other,b7,B-P-b,W-B-f,4
1750+,1750+,Other,b7,B-P-b,W-N-b,1
1750+,1750+,Other,b7,B-P-b,W-Q,5
1750+,1750+,Other,b7,B-P-b,W-R-a,4
1750+,1750+,Other,b8,B-N-b,W-B-c,1
1750+,1750+,Other,b8,B-N-b,W-R-h,1
1750+,1750+,Other,b8,B-R-a,W-B-c,1
1750+,1750+,Other,b8,W-B-c,B-R-a,1
1750+,1750+,Other,c1,B-B-f,W-R-h,1
1750+,1750+,Other,c1,B-R-a,W-R-h,1
1750+,1750+,Other,c1,B-R-h,W-Q,1
1750+,1750+,Other,c1,B-R-h,W-R-h,1
1750+,1750+,Other,c1,W-N-b,B-N-b,1
1750+,1750+,Other,c1,W-R-a,B-B-f,1
1750+,1750+,Other,c1,W-R-a,B-R-a,1
1750+,1750+,Other,c1,W-R-a,B-R-h,1
1750+,1750+,Other,c1,W-R-h,B-Q,1
1750+,1750+,Other,c1,W-R-h,B-R-h,1
1750+,1750+,Other,c2,B-B-c,W-Q,1
1750+,1750+,Other,c2,B-Q,W-Q,1
1750+,1750+,Other,c2,B-R-a,W-R-a,1
1750+,1750+,Other,c2,W-B-f,B-B-c,1
1750+,1750+,Other,c2,W-B-f,B-R-h,1
1750+,1750+,Other,c2,W-P-c,B-Q,1
1750+,1750+,Other,c2,W-P-c,B-R-h,1
1750+,1750+,Other,c2,W-Q,B-R-a,1
1750+,1750+,Other,c2,W-R-a,B-R-h,1
1750+,1750+,Other,c3,B-B-f,W-B-c,1
1750+,1750+,Other,c3,B-B-f,W-K,1
1750+,1750+,Other,c3,B-B-f,W-P-b,4
1750+,1750+,Other,c3,B-B-f,W-Q,1
1750+,1750+,Other,c3,B-N-g,W-P-b,3
1750+,1750+,Other,c3,B-N-g,W-Q,1
1750+,1750+,Other,c3,B-P-c,W-Q,1
1750+,1750+,Other,c3,B-P-e,W-N-b,1
1750+,1750+,Other,c3,B-P-e,W-R-a,1
1750+,1750+,Other,c3,B-Q,W-N-b,1
1750+,1750+,Other,c3,B-Q,W-Q,1
1750+,1750+,Other,c3,B-R-a,W-K,1
1750+,1750+,Other,c3,B-R-a,W-P-b,1
1750+,1750+,Other,c3,W-B-c,B-N-g,1
1750+,1750+,Other,c3,W-B-c,B-R-a,1
1750+,1750+,Other,c3,W-N-b,B-B-f,7
1750+,1750+,Other,c3,W-N-b,B-N-g,3
1750+,1750+,Other,c3,W-N-b,B-P-d,1
1750+,1750+,Other,c3,W-N-b,B-Q,1
1750+,1750+,Other,c3,W-N-b,B-R-a,2
1750+,1750+,Other,c3,W-P-b,B-B-f,1
1750+,1750+,Other,c3,W-P-b,B-N-b,1
1750+,1750+,Other,c3,W-P-b,B-N-g,2
1750+,1750+,Other,c3,W-P-c,B-B-f,1
1750+,1750+,Other,c3,W-P-c,B-P-e,2
1750+,1750+,Other,c3,W-P-c,B-Q,1
1750+,1750+,Other,c3,W-P-c,B-R-a,1
1750+,1750+,Other,c3,W-Q,B-B-f,1
1750+,1750+,Other,c4,B-B-c,W-B-f,1
1750+,1750+,Other,c4,B-B-c,W-P-b,1
1750+,1750+,Other,c4,B-N-b,W-N-g,1
1750+,1750+,Other,c4,B-N-g,W-N-g,1
1750+,1750+,Other,c4,B-N-g,W-Q,1
1750+,1750+,Other,c4,B-P-b,W-P-b,1
1750+,1750+,Other,c4,B-P-b,W-Q,1
1750+,1750+,Other,c4,B-P-d,W-B-f,2
1750+,1750+,Other,c4,B-P-d,W-Q,1
1750+,1750+,Other,c4,W-B-f,B-N-g,1
1750+,1750+,Other,c4,W-B-f,B-P-d,1
1750+,1750+,Other,c4,W-N-g,B-R-a,2
1750+,1750+,Other,c4,W-P-c,B-B-c,1
1750+,1750+,Other,c4,W-P-c,B-N-b,1
1750+,1750+,Other,c4,W-P-c,B-N-g,2
1750+,1750+,Other,c4,W-P-c,B-P-b,2
1750+,1750+,Other,c4,W-P-c,B-P-d,3
1750+,1750+,Other,c4,W-P-c,B-R-a,1
1750+,1750+,Other,c4,W-Q,B-R-a,1
1750+,1750+,Other,c5,B-B-f,W-P-d,2
1750+,1750+,Other,c5,B-N-b,W-Q,1
1750+,1750+,Other,c5,B-N-g,W-P-b,1
1750+,1750+,Other,c5,B-P-c,W-B-c,1
1750+,1750+,Other,c5,B-P-c,W-P-d,4
1750+,1750+,Other,c5,B-P-c,W-R-a,1
1750+,1750+,Other,c5,B-P-d,W-B-c,1
1750+,1750+,Other,c5,B-R-a,W-R-a,1
1750+,1750+,Other,c5,W-B-c,B-B-f,1
1750+,1750+,Other,c5,W-P-b,B-Q,1
1750+,1750+,Other,c5,W-P-c,B-P-b,2
1750+,1750+,Other,c5,W-P-d,B-B-f,2
1750+,1750+,Other,c5,W-P-d,B-N-b,1
1750+,1750+,Other,c5,W-P-d,B-N-g,1
1750+,1750+,Other,c5,W-P-d,B-P-d,1
1750+,1750+,Other,c5,W-Q,B-B-f,1
1750+,1750+,Other,c6,B-B-c,W-N-g,1
1750+,1750+,Other,c6,B-N-b,W-B-f,4
1750+,1750+,Other,c6,B-N-b,W-N-g,2
1750+,1750+,Other,c6,B-N-b,W-Q,1
1750+,1750+,Other,c6,B-P-b,W-R-a,1
1750+,1750+,Other,c6,B-P-c,W-B-f,2
1750+,1750+,Other,c6,B-P-c,W-N-g,1
1750+,1750+,Other,c6,B-P-d,W-Q,1
1750+,1750+,Other,c6,B-R-a,W-B-f,1
1750+,1750+,Other,c6,W-B-f,B-B-c,1
1750+,1750+,Other,c6,W-B-f,B-N-b,1
1750+,1750+,Other,c6,W-B-f,B-P-d,2
1750+,1750+,Other,c6,W-B-f,B-R-a,1
1750+,1750+,Other,c6,W-B-f,B-R-h,1
1750+,1750+,Other,c6,W-N-g,B-P-b,1
1750+,1750+,Other,c6,W-N-g,B-Q,1
1750+,1750+,Other,c6,W-P-c,B-P-b,1
1750+,1750+,Other,c6,W-P-d,B-R-a,1
1750+,1750+,Other,c6,W-Q,B-R-h,1
1750+,1750+,Other,c6,W-R-h,B-B-c,1
1750+,1750+,Other,c7,B-P-c,W-N-b,2
1750+,1750+,Other,c7,B-P-c,W-Q,1
1750+,1750+,Other,c7,B-Q,W-Q,1
1750+,1750+,Other,c7,B-Q,W-R-h,1
1750+,1750+,Other,c7,B-R-a,W-B-c,1
1750+,1750+,Other,c7,W-B-c,B-Q,1
1750+,1750+,Other,c7,W-N-b,B-R-a,2
1750+,1750+,Other,c7,W-Q,B-R-a,1
1750+,1750+,Other,c7,W-R-h,B-B-f,1
1750+,1750+,Other,c8,B-R-a,W-B-f,2
1750+,1750+,Other,c8,B-R-a,W-R-a,3
1750+,1750+,Other,c8,W-R-a,B-N-b,1
1750+,1750+,Other,c8,W-R-a,B-Q,1
1750+,1750+,Other,c8,W-R-a,B-R-h,1
1750+,1750+,Other,d1,B-B-c,W-R-a,1
1750+,1750+,Other,d1,B-Q,W-B-f,1
1750+,1750+,Other,d1,B-R-a,W-N-b,1
1750+,1750+,Other,d1,B-R-a,W-Q,1
1750+,1750+,Other,d1,B-R-h,W-R-a,1
1750+,1750+,Other,d1,W-Q,B-Q,2
1750+,1750+,Other,d1,W-Q,B-R-a,1
1750+,1750+,Other,d1,W-Q,B-R-h,1
1750+,1750+,Other,d1,W-R-a,B-R-a,2
1750+,1750+,Other,d1,W-R-h,B-B-c,1
1750+,1750+,Other,d1,W-R-h,B-R-h,1
1750+,1750+,Other,d2,B-B-f,W-Q,2
1750+,1750+,Other,d2,B-N-g,W-B-c,1
1750+,1750+,Other,d2,B-Q,W-K,1
1750+,1750+,Other,d2,B-Q,W-N-b,1
1750+,1750+,Other,d2,B-Q,W-N-g,1
1750+,1750+,Other,d2,B-R-h,W-N-b,1
1750+,1750+,Other,d2,B-R-h,W-R-h,1
1750+,1750+,Other,d2,W-B-c,B-B-f,1
1750+,1750+,Other,d2,W-B-c,B-R-h,2
1750+,1750+,Other,d2,W-N-b,B-B-f,1
1750+,1750+,Other,d2,W-Q,B-Q,3
1750+,1750+,Other,d3,B-B-c,W-Q,5
1750+,1750+,Other,d3,B-B-c,W-R-a,1
1750+,1750+,Other,d3,B-N-b,W-N-g,1
1750+,1750+,Other,d3,B-N-b,W-Q,2
1750+,1750+,Other,d3,B-N-g,W-P-c,1
1750+,1750+,Other,d3,B-N-g,W-Q,1
1750+,1750+,Other,d3,B-N-g,W-R-a,1
1750+,1750+,Other,d3,W-B-f,B-B-c,6
1750+,1750+,Other,d3,W-B-f,B-N-b,2
1750+,1750+,Other,d3,W-B-f,B-N-g,4
1750+,1750+,Other,d3,W-N-b,B-B-c,1
1750+,1750+,Other,d3,W-N-g,B-N-g,1
1750+,1750+,Other,d3,W-P-d,B-B-c,1
1750+,1750+,Other,d4,B-B-f,W-N-g,1
1750+,1750+,Other,d4,B-B-f,W-P-c,1
1750+,1750+,Other,d4,B-B-f,W-P-e,1
1750+,1750+,Other,d4,B-N-b,W-B-c,3
1750+,1750+,Other,d4,B-N-b,W-N-g,3
1750+,1750+,Other,d4,B-N-b,W-Q,3
1750+,1750+,Other,d4,B-N-b,W-R-a,1
1750+,1750+,Other,d4,B-P-b,W-N-g,1
1750+,1750+,Other,d4,B-P-c,W-B-c,2
1750+,1750+,Other,d4,B-P-c,W-N-g,10
1750+,1750+,Other,d4,B-P-c,W-P-b,1
1750+,1750+,Other,d4,B-P-c,W-P-c,1
1750+,1750+,Other,d4,B-P-c,W-Q,4
1750+,1750+,Other,d4,B-P-c,W-R-a,1
1750+,1750+,Other,d4,B-P-d,W-N-b,1
1750+,1750+,Other,d4,B-P-d,W-N-g,1
1750+,1750+,Other,d4,B-P-d,W-P-e,1
1750+,1750+,Other,d4,B-P-e,W-B-c,1
1750+,1750+,Other,d4,B-P-e,W-N-b,1
1750+,1750+,Other,d4,B-P-e,W-N-g,4
1750+,1750+,Other,d4,B-P-e,W-P-b,1
1750+,1750+,Other,d4,B-P-e,W-P-c,5
1750+,1750+,Other,d4,B-P-e,W-Q,2
1750+,1750+,Other,d4,B-Q,W-Q,1
1750+,1750+,Other,d4,B-Q,W-R-a,1
1750+,1750+,Other,d4,B-R-h,W-Q,1
1750+,1750+,Other,d4,W-B-c,B-B-f,1
1750+,1750+,Other,d4,W-B-c,B-N-b,2
1750+,1750+,Other,d4,W-B-c,B-P-c,1
1750+,1750+,Other,d4,W-B-c,B-P-e,1
1750+,1750+,Other,d4,W-N-b,B-B-f,2
1750+,1750+,Other,d4,W-N-g,B-B-f,1
1750+,1750+,Other,d4,W-N-g,B-N-b,4
1750+,1750+,Other,d4,W-N-g,B-P-c,1
1750+,1750+,Other,d4,W-N-g,B-Q,2
1750+,1750+,Other,d4,W-N-g,B-R-h,1
1750+,1750+,Other,d4,W-P-c,B-N-b,1
1750+,1750+,Other,d4,W-P-c,B-P-c,1
1750+,1750+,Other,d4,W-P-c,B-Q,2
1750+,1750+,Other,d4,W-P-d,B-B-f,1
1750+,1750+,Other,d4,W-P-d,B-P-b,1
1750+,1750+,Other,d4,W-P-d,B-P-c,18
1750+,1750+,Other,d4,W-P-d,B-P-e,14
1750+,1750+,Other,d4,W-P-d,B-Q,1
1750+,1750+,Other,d4,W-P-e,B-N-b,1
1750+,1750+,Other,d4,W-P-e,B-N-g,1
1750+,1750+,Other,d4,W-Q,B-B-f,1
1750+,1750+,Other,d4,W-Q,B-Q,1
1750+,1750+,Other,d4,W-R-h,B-R-h,1
1750+,1750+,Other,d5,B-N-b,W-N-b,1
1750+,1750+,Other,d5,B-N-g,W-N-b,3
1750+,1750+,Other,d5,B-N-g,W-P-e,2
1750+,1750+,Other,d5,B-P-d,W-N-b,2
1750+,1750+,Other,d5,B-P-d,W-P-c,10
1750+,1750+,Other,d5,B-P-d,W-P-e,9
1750+,1750+,Other,d5,B-P-e,W-N-b,4
1750+,1750+,Other,d5,B-P-e,W-P-c,3
1750+,1750+,Other,d5,B-P-e,W-P-e,1
1750+,1750+,Other,d5,B-Q,W-Q,1
1750+,1750+,Other,d5,W-B-f,B-Q,1
1750+,1750+,Other,d5,W-N-b,B-B-c,1
1750+,1750+,Other,d5,W-N-b,B-N-g,3
1750+,1750+,Other,d5,W-N-b,B-P-e,1
1750+,1750+,Other,d5,W-N-b,B-Q,1
1750+,1750+,Other,d5,W-P-c,B-B-c,1
1750+,1750+,Other,d5,W-P-c,B-N-b,1
1750+,1750+,Other,d5,W-P-c,B-N-g,3
1750+,1750+,Other,d5,W-P-c,B-P-e,5
1750+,1750+,Other,d5,W-P-d,B-B-c,1
1750+,1750+,Other,d5,W-P-d,B-K,1
1750+,1750+,Other,d5,W-P-d,B-N-g,1
1750+,1750+,Other,d5,W-P-d,B-P-e,4
1750+,1750+,Other,d5,W-P-e,B-B-c,1
1750+,1750+,Other,d5,W-P-e,B-N-b,1
1750+,1750+,Other,d5,W-P-e,B-N-g,1
1750+,1750+,Other,d5,W-P-e,B-P-c,3
1750+,1750+,Other,d5,W-P-e,B-P-e,2
1750+,1750+,Other,d5,W-P-e,B-Q,1
1750+,1750+,Other,d6,B-B-f,W-B-c,5
1750+,1750+,Other,d6,B-P-d,W-N-g,2
1750+,1750+,Other,d6,B-P-d,W-P-c,1
1750+,1750+,Other,d6,B-P-d,W-P-e,2
1750+,1750+,Other,d6,B-P-d,W-Q,1
1750+,1750+,Other,d6,B-P-d,W-R-h,1
1750+,1750+,Other,d6,W-B-c,B-Q,2
1750+,1750+,Other,d6,W-B-c,B-R-a,1
1750+,1750+,Other,d6,W-N-g,B-B-f,3
1750+,1750+,Other,d6,W-P-c,B-P-c,1
1750+,1750+,Other,d6,W-P-e,B-P-c,1
1750+,1750+,Other,d6,W-P-e,B-P-e,1
1750+,1750+,Other,d7,B-N-g,W-R-a,1
1750+,1750+,Other,d7,B-P-d,W-R-a,1
1750+,1750+,Other,d7,W-N-b,B-R-h,1
1750+,1750+,Other,d8,B-N-g,W-R-h,1
1750+,1750+,Other,d8,B-Q,W-B-c,1
1750+,1750+,Other,d8,B-Q,W-Q,2
1750+,1750+,Other,d8,B-Q,W-R-h,1
1750+,1750+,Other,d8,B-R-a,W-R-a,1
1750+,1750+,Other,d8,B-R-a,W-R-h,1
1750+,1750+,Other,d8,B-R-h,W-R-a,1
1750+,1750+,Other,d8,W-Q,B-R-a,1
1750+,1750+,Other,d8,W-Q,B-R-h,1
1750+,1750+,Other,d8,W-R-a,B-R-h,1
1750+,1750+,Other,d8,W-R-h,B-R-h,1
1750+,1750+,Other,e1,B-B-f,W-R-a,1
1750+,1750+,Other,e1,B-Q,W-Q,1
1750+,1750+,Other,e1,B-Q,W-R-a,1
1750+,1750+,Other,e1,W-Q,B-N-b,1
1750+,1750+,Other,e1,W-Q,B-R-h,1
1750+,1750+,Other,e1,W-R-a,B-Q,1
1750+,1750+,Other,e1,W-R-h,B-B-f,1
1750+,1750+,Other,e1,W-R-h,B-Q,2
1750+,1750+,Other,e2,B-B-c,W-K,1
1750+,1750+,Other,e2,B-B-c,W-Q,2
1750+,1750+,Other,e2,B-N-b,W-K,1
1750+,1750+,Other,e2,B-Q,W-K,2
1750+,1750+,Other,e2,W-B-f,B-B-c,2
1750+,1750+,Other,e2,W-B-f,B-R-h,1
1750+,1750+,Other,e2,W-N-b,B-B-c,1
1750+,1750+,Other,e2,W-Q,B-Q,2
1750+,1750+,Other,e2,W-R-h,B-N-b,2
1750+,1750+,Other,e3,B-B-f,W-P-f,1
1750+,1750+,Other,e3,B-N-b,W-Q,1
1750+,1750+,Other,e3,B-N-g,W-B-c,1
1750+,1750+,Other,e3,B-N-g,W-P-f,1
1750+,1750+,Other,e3,B-P-c,W-P-f,1
1750+,1750+,Other,e3,B-P-d,W-P-f,1
1750+,1750+,Other,e3,B-P-f,W-K,1
1750+,1750+,Other,e3,B-Q,W-P-f,1
1750+,1750+,Other,e3,B-Q,W-Q,1
1750+,1750+,Other,e3,W-B-c,B-B-f,1
1750+,1750+,Other,e3,W-B-c,B-N-g,1
1750+,1750+,Other,e3,W-B-c,B-Q,1
1750+,1750+,Other,e3,W-B-c,B-R-a,1
1750+,1750+,Other,e3,W-N-g,B-N-b,1
1750+,1750+,Other,e3,W-P-e,B-N-b,1
1750+,1750+,Other,e3,W-P-e,B-N-g,1
1750+,1750+,Other,e3,W-P-e,B-P-c,1
1750+,1750+,Other,e3,W-P-e,B-P-d,2
1750+,1750+,Other,e3,W-P-e,B-Q,1
1750+,1750+,Other,e3,W-P-f,B-N-g,2
1750+,1750+,Other,e3,W-Q,B-N-b,1
1750+,1750+,Other,e3,W-Q,B-Q,1
1750+,1750+,Other,e4,B-B-c,W-P-d,1
1750+,1750+,Other,e4,B-N-b,W-N-b,1
1750+,1750+,Other,e4,B-N-g,W-B-f,2
1750+,1750+,Other,e4,B-N-g,W-N-b,1
1750+,1750+,Other,e4,B-N-g,W-N-g,1
1750+,1750+,Other,e4,B-N-g,W-P-d,1
1750+,1750+,Other,e4,B-P-d,W-K,1
1750+,1750+,Other,e4,B-P-d,W-N-b,3
1750+,1750+,Other,e4,B-P-d,W-P-f,1
1750+,1750+,Other,e4,B-P-d,W-Q,1
1750+,1750+,Other,e4,B-P-d,W-R-h,1
1750+,1750+,Other,e4,B-P-e,W-N-g,1
1750+,1750+,Other,e4,B-P-e,W-P-d,2
1750+,1750+,Other,e4,B-P-e,W-P-f,1
1750+,1750+,Other,e4,B-P-e,W-R-h,1
1750+,1750+,Other,e4,B-P-f,W-N-b,2
1750+,1750+,Other,e4,W-B-f,B-B-c,1
1750+,1750+,Other,e4,W-B-f,B-N-b,2
1750+,1750+,Other,e4,W-B-f,B-P-d,1
1750+,1750+,Other,e4,W-B-f,B-P-f,1
1750+,1750+,Other,e4,W-N-b,B-N-g,1
1750+,1750+,Other,e4,W-N-b,B-R-a,1
1750+,1750+,Other,e4,W-N-b,B-R-h,1
1750+,1750+,Other,e4,W-N-g,B-P-f,1
1750+,1750+,Other,e4,W-P-d,B-P-c,1
1750+,1750+,Other,e4,W-P-d,B-P-d,1
1750+,1750+,Other,e4,W-P-d,B-Q,1
1750+,1750+,Other,e4,W-P-e,B-N-g,6
1750+,1750+,Other,e4,W-P-e,B-P-d,4
1750+,1750+,Other,e4,W-P-e,B-P-e,1
1750+,1750+,Other,e4,W-P-e,B-P-f,4
1750+,1750+,Other,e4,W-P-e,B-Q,1
1750+,1750+,Other,e4,W-P-f,B-N-g,1
1750+,1750+,Other,e4,W-P-f,B-P-d,1
1750+,1750+,Other,e4,W-R-h,B-R-a,1
1750+,1750+,Other,e5,B-B-f,W-N-g,1
1750+,1750+,Other,e5,B-B-f,W-P-d,1
1750+,1750+,Other,e5,B-B-f,W-R-h,1
1750+,1750+,Other,e5,B-N-b,W-N-g,4
1750+,1750+,Other,e5,B-N-b,W-P-b,1
