BlackElo_broad,WhiteElo_broad,Opening_broad,killed_piece_id,killed_by_piece_id,counts,total_matches,link,team,killed_piece,killer_piece
1250-1499,1250-1499,Other,W-B-c,B-R-h,1,984,link,W,Bishop,Rook
1250-1499,1250-1499,Other,W-B-f,B-B-c,4,984,link,W,Bishop,Bishop
1250-1499,1250-1499,Other,W-B-f,B-K,1,984,link,W,Bishop,King
1250-1499,1250-1499,Other,W-B-f,B-N-b,6,984,link,W,Bishop,Knight
1250-1499,1250-1499,Other,W-B-f,B-N-g,2,984,link,W,Bishop,Knight
1250-1499,1250-1499,Other,W-B-f,B-P-a,1,984,link,W,Bishop,Pawn
1250-1499,1250-1499,Other,W-B-f,B-P-b,9,984,link,W,Bishop,Pawn
1250-1499,1250-1499,Other,W-B-f,B-P-f,1,984,link,W,Bishop,Pawn
1250-1499,1250-1499,Other,W-B-f,B-Q,3,984,link,W,Bishop,Queen
1250-1499,1250-1499,Other,W-B-f,B-R-a,1,984,link,W,Bishop,Rook
1250-1499,1250-1499,Other,W-B-f,B-R-h,1,984,link,W,Bishop,Rook
1250-1499,1250-1499,Other,W-N-b,B-B-c,5,984,link,W,Knight,Bishop
1250-1499,1250-1499,Other,W-N-b,B-B-f,7,984,link,W,Knight,Bishop
1250-1499,1250-1499,Other,W-N-b,B-K,2,984,link,W,Knight,King
1250-1499,1250-1499,Other,W-N-b,B-N-b,1,984,link,W,Knight,Knight
1250-1499,1250-1499,Other,W-N-b,B-N-g,5,984,link,W,Knight,Knight
1250-1499,1250-1499,Other,W-N-b,B-P-d,1,984,link,W,Knight,Pawn
1250-1499,1250-1499,Other,W-N-b,B-P-e,1,984,link,W,Knight,Pawn
1250-1499,1250-1499,Other,W-N-b,B-Q,1,984,link,W,Knight,Queen
1250-1499,1250-1499,Other,W-N-b,B-R-a,2,984,link,W,Knight,Rook
1250-1499,1250-1499,Other,W-N-b,B-R-h,1,984,link,W,Knight,Rook
1250-1499,1250-1499,Other,W-N-g,B-B-c,4,984,link,W,Knight,Bishop
1250-1499,1250-1499,Other,W-N-g,B-B-f,3,984,link,W,Knight,Bishop
1250-1499,1250-1499,Other,W-N-g,B-K,3,984,link,W,Knight,King
1250-1499,1250-1499,Other,W-N-g,B-N-b,3,984,link,W,Knight,Knight
1250-1499,1250-1499,Other,W-N-g,B-N-g,1,984,link,W,Knight,Knight
1250-1499,1250-1499,Other,W-N-g,B-P-c,2,984,link,W,Knight,Pawn
1250-1499,1250-1499,Other,W-N-g,B-P-d,2,984,link,W,Knight,Pawn
1250-1499,1250-1499,Other,W-N-g,B-P-e,2,984,link,W,Knight,Pawn
1250-1499,1250-1499,Other,W-N-g,B-P-f,1,984,link,W,Knight,Pawn
1250-1499,1250-1499,Other,W-N-g,B-P-g,1,984,link,W,Knight,Pawn
1250-1499,1250-1499,Other,W-N-g,B-Q,6,984,link,W,Knight,Queen
1250-1499,1250-1499,Other,W-N-g,B-R-h,1,984,link,W,Knight,Rook
1250-1499,1250-1499,Other,W-P-a,B-N-b,1,984,link,W,Pawn,Knight
1250-1499,1250-1499,Other,W-P-a,B-P-b,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Other,W-P-a,B-Q,1,984,link,W,Pawn,Queen
1250-1499,1250-1499,Other,W-P-a,B-R-a,1,984,link,W,Pawn,Rook
1250-1499,1250-1499,Other,W-P-a,B-R-h,3,984,link,W,Pawn,Rook
1250-1499,1250-1499,Other,W-P-b,B-B-c,1,984,link,W,Pawn,Bishop
1250-1499,1250-1499,Other,W-P-b,B-B-f,1,984,link,W,Pawn,Bishop
1250-1499,1250-1499,Other,W-P-b,B-K,1,984,link,W,Pawn,King
1250-1499,1250-1499,Other,W-P-b,B-N-b,2,984,link,W,Pawn,Knight
1250-1499,1250-1499,Other,W-P-b,B-N-g,1,984,link,W,Pawn,Knight
1250-1499,1250-1499,Other,W-P-b,B-P-b,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Other,W-P-b,B-P-c,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Other,W-P-b,B-P-d,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Other,W-P-b,B-P-e,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Other,W-P-b,B-Q,2,984,link,W,Pawn,Queen
1250-1499,1250-1499,Other,W-P-b,B-R-a,1,984,link,W,Pawn,Rook
1250-1499,1250-1499,Other,W-P-b,B-R-h,1,984,link,W,Pawn,Rook
1250-1499,1250-1499,Other,W-P-c,B-B-f,4,984,link,W,Pawn,Bishop
1250-1499,1250-1499,Other,W-P-c,B-N-b,2,984,link,W,Pawn,Knight
1250-1499,1250-1499,Other,W-P-c,B-P-b,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Other,W-P-c,B-P-c,2,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Other,W-P-c,B-P-e,4,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Other,W-P-c,B-Q,3,984,link,W,Pawn,Queen
1250-1499,1250-1499,Other,W-P-c,B-R-a,1,984,link,W,Pawn,Rook
1250-1499,1250-1499,Other,W-P-c,B-R-h,1,984,link,W,Pawn,Rook
1250-1499,1250-1499,Other,W-P-d,B-B-c,1,984,link,W,Pawn,Bishop
1250-1499,1250-1499,Other,W-P-d,B-B-f,1,984,link,W,Pawn,Bishop
1250-1499,1250-1499,Other,W-P-d,B-K,1,984,link,W,Pawn,King
1250-1499,1250-1499,Other,W-P-d,B-N-b,2,984,link,W,Pawn,Knight
1250-1499,1250-1499,Other,W-P-d,B-P-b,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Other,W-P-d,B-P-c,2,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Other,W-P-d,B-P-e,10,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Other,W-P-d,B-P-f,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Other,W-P-d,B-Q,3,984,link,W,Pawn,Queen
1250-1499,1250-1499,Other,W-P-d,B-R-a,2,984,link,W,Pawn,Rook
1250-1499,1250-1499,Other,W-P-d,B-R-h,2,984,link,W,Pawn,Rook
1250-1499,1250-1499,Other,W-P-e,B-B-c,1,984,link,W,Pawn,Bishop
1250-1499,1250-1499,Other,W-P-e,B-N-b,1,984,link,W,Pawn,Knight
1250-1499,1250-1499,Other,W-P-e,B-N-g,10,984,link,W,Pawn,Knight
1250-1499,1250-1499,Other,W-P-e,B-P-c,3,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Other,W-P-e,B-P-d,3,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Other,W-P-e,B-P-e,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Other,W-P-e,B-P-f,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Other,W-P-e,B-Q,9,984,link,W,Pawn,Queen
1250-1499,1250-1499,Other,W-P-f,B-B-f,1,984,link,W,Pawn,Bishop
1250-1499,1250-1499,Other,W-P-f,B-K,2,984,link,W,Pawn,King
1250-1499,1250-1499,Other,W-P-f,B-N-b,1,984,link,W,Pawn,Knight
1250-1499,1250-1499,Other,W-P-f,B-N-g,2,984,link,W,Pawn,Knight
1250-1499,1250-1499,Other,W-P-f,B-P-g,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Other,W-P-f,B-P-h,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Other,W-P-f,B-Q,6,984,link,W,Pawn,Queen
1250-1499,1250-1499,Other,W-P-f,B-R-a,1,984,link,W,Pawn,Rook
1250-1499,1250-1499,Other,W-P-g,B-B-c,1,984,link,W,Pawn,Bishop
1250-1499,1250-1499,Other,W-P-g,B-K,1,984,link,W,Pawn,King
1250-1499,1250-1499,Other,W-P-g,B-N-b,1,984,link,W,Pawn,Knight
1250-1499,1250-1499,Other,W-P-g,B-N-g,1,984,link,W,Pawn,Knight
1250-1499,1250-1499,Other,W-P-g,B-P-e,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Other,W-P-g,B-P-f,2,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Other,W-P-g,B-P-h,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Other,W-P-g,B-Q,1,984,link,W,Pawn,Queen
1250-1499,1250-1499,Other,W-P-g,B-R-h,1,984,link,W,Pawn,Rook
1250-1499,1250-1499,Other,W-P-h,B-B-c,1,984,link,W,Pawn,Bishop
1250-1499,1250-1499,Other,W-P-h,B-K,1,984,link,W,Pawn,King
1250-1499,1250-1499,Other,W-P-h,B-N-b,1,984,link,W,Pawn,Knight
1250-1499,1250-1499,Other,W-P-h,B-P-h,2,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Other,W-P-h,B-Q,1,984,link,W,Pawn,Queen
1250-1499,1250-1499,Other,W-Q,B-B-c,1,984,link,W,Queen,Bishop
1250-1499,1250-1499,Other,W-Q,B-B-f,4,984,link,W,Queen,Bishop
1250-1499,1250-1499,Other,W-Q,B-K,2,984,link,W,Queen,King
1250-1499,1250-1499,Other,W-Q,B-N-g,1,984,link,W,Queen,Knight
1250-1499,1250-1499,Other,W-Q,B-P-d,1,984,link,W,Queen,Pawn
1250-1499,1250-1499,Other,W-Q,B-P-g,1,984,link,W,Queen,Pawn
1250-1499,1250-1499,Other,W-Q,B-Q,6,984,link,W,Queen,Queen
1250-1499,1250-1499,Other,W-Q,B-R-h,1,984,link,W,Queen,Rook
1250-1499,1250-1499,Other,W-R-a,B-B-c,1,984,link,W,Rook,Bishop
1250-1499,1250-1499,Other,W-R-a,B-K,1,984,link,W,Rook,King
1250-1499,1250-1499,Other,W-R-a,B-N-b,4,984,link,W,Rook,Knight
1250-1499,1250-1499,Other,W-R-a,B-P-h,1,984,link,W,Rook,Pawn
1250-1499,1250-1499,Other,W-R-a,B-Q,1,984,link,W,Rook,Queen
1250-1499,1250-1499,Other,W-R-a,B-R-a,2,984,link,W,Rook,Rook
1250-1499,1250-1499,Other,W-R-a,B-R-h,3,984,link,W,Rook,Rook
1250-1499,1250-1499,Other,W-R-h,B-B-f,1,984,link,W,Rook,Bishop
1250-1499,1250-1499,Other,W-R-h,B-K,3,984,link,W,Rook,King
1250-1499,1250-1499,Other,W-R-h,B-N-b,2,984,link,W,Rook,Knight
1250-1499,1250-1499,Other,W-R-h,B-N-g,1,984,link,W,Rook,Knight
1250-1499,1250-1499,Other,W-R-h,B-P-g,1,984,link,W,Rook,Pawn
1250-1499,1250-1499,Other,W-R-h,B-Q,3,984,link,W,Rook,Queen
1250-1499,1250-1499,Other,W-R-h,B-R-h,3,984,link,W,Rook,Rook
1250-1499,1250-1499,Queen's Gambit,B-B-c,W-N-g,1,984,link,B,Bishop,Knight
1250-1499,1250-1499,Queen's Gambit,B-B-f,W-N-g,1,984,link,B,Bishop,Knight
1250-1499,1250-1499,Queen's Gambit,B-N-b,W-N-g,1,984,link,B,Knight,Knight
1250-1499,1250-1499,Queen's Gambit,B-N-g,W-N-b,1,984,link,B,Knight,Knight
1250-1499,1250-1499,Queen's Gambit,B-P-a,W-Q,1,984,link,B,Pawn,Queen
1250-1499,1250-1499,Queen's Gambit,B-P-b,W-P-b,1,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Queen's Gambit,B-P-b,W-Q,1,984,link,B,Pawn,Queen
1250-1499,1250-1499,Queen's Gambit,B-P-c,W-N-g,1,984,link,B,Pawn,Knight
1250-1499,1250-1499,Queen's Gambit,B-P-d,W-B-f,1,984,link,B,Pawn,Bishop
1250-1499,1250-1499,Queen's Gambit,B-P-e,W-B-f,1,984,link,B,Pawn,Bishop
1250-1499,1250-1499,Queen's Gambit,B-P-e,W-P-d,1,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Queen's Gambit,B-P-f,W-B-f,1,984,link,B,Pawn,Bishop
1250-1499,1250-1499,Queen's Gambit,B-Q,W-Q,1,984,link,B,Queen,Queen
1250-1499,1250-1499,Queen's Gambit,W-B-c,B-B-f,1,984,link,W,Bishop,Bishop
1250-1499,1250-1499,Queen's Gambit,W-B-f,B-K,1,984,link,W,Bishop,King
1250-1499,1250-1499,Queen's Gambit,W-N-g,B-N-g,1,984,link,W,Knight,Knight
1250-1499,1250-1499,Queen's Gambit,W-P-b,B-N-g,1,984,link,W,Pawn,Knight
1250-1499,1250-1499,Queen's Gambit,W-P-c,B-P-b,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Queen's Gambit,W-P-c,B-P-d,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Queen's Gambit,W-P-d,B-N-b,1,984,link,W,Pawn,Knight
1250-1499,1250-1499,Queen's Gambit,W-P-d,B-P-e,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Queen's Gambit,W-P-f,B-N-b,1,984,link,W,Pawn,Knight
1250-1499,1250-1499,Queen's Pawn Game,B-B-c,W-K,1,984,link,B,Bishop,King
1250-1499,1250-1499,Queen's Pawn Game,B-B-c,W-N-g,1,984,link,B,Bishop,Knight
1250-1499,1250-1499,Queen's Pawn Game,B-B-c,W-P-g,1,984,link,B,Bishop,Pawn
1250-1499,1250-1499,Queen's Pawn Game,B-B-c,W-Q,2,984,link,B,Bishop,Queen
1250-1499,1250-1499,Queen's Pawn Game,B-B-f,W-B-c,3,984,link,B,Bishop,Bishop
1250-1499,1250-1499,Queen's Pawn Game,B-B-f,W-P-h,1,984,link,B,Bishop,Pawn
1250-1499,1250-1499,Queen's Pawn Game,B-B-f,W-Q,1,984,link,B,Bishop,Queen
1250-1499,1250-1499,Queen's Pawn Game,B-N-b,W-B-f,1,984,link,B,Knight,Bishop
1250-1499,1250-1499,Queen's Pawn Game,B-N-b,W-N-b,2,984,link,B,Knight,Knight
1250-1499,1250-1499,Queen's Pawn Game,B-N-b,W-N-g,1,984,link,B,Knight,Knight
1250-1499,1250-1499,Queen's Pawn Game,B-N-b,W-P-d,2,984,link,B,Knight,Pawn
1250-1499,1250-1499,Queen's Pawn Game,B-N-g,W-B-c,1,984,link,B,Knight,Bishop
1250-1499,1250-1499,Queen's Pawn Game,B-N-g,W-N-b,3,984,link,B,Knight,Knight
1250-1499,1250-1499,Queen's Pawn Game,B-N-g,W-P-b,1,984,link,B,Knight,Pawn
1250-1499,1250-1499,Queen's Pawn Game,B-N-g,W-P-g,1,984,link,B,Knight,Pawn
1250-1499,1250-1499,Queen's Pawn Game,B-N-g,W-R-h,1,984,link,B,Knight,Rook
1250-1499,1250-1499,Queen's Pawn Game,B-P-a,W-P-b,2,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Queen's Pawn Game,B-P-b,W-B-f,1,984,link,B,Pawn,Bishop
1250-1499,1250-1499,Queen's Pawn Game,B-P-b,W-P-a,1,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Queen's Pawn Game,B-P-b,W-Q,2,984,link,B,Pawn,Queen
1250-1499,1250-1499,Queen's Pawn Game,B-P-c,W-B-c,1,984,link,B,Pawn,Bishop
1250-1499,1250-1499,Queen's Pawn Game,B-P-c,W-N-b,1,984,link,B,Pawn,Knight
1250-1499,1250-1499,Queen's Pawn Game,B-P-c,W-P-d,1,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Queen's Pawn Game,B-P-c,W-P-e,1,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Queen's Pawn Game,B-P-c,W-Q,2,984,link,B,Pawn,Queen
1250-1499,1250-1499,Queen's Pawn Game,B-P-d,W-B-f,2,984,link,B,Pawn,Bishop
1250-1499,1250-1499,Queen's Pawn Game,B-P-d,W-P-c,1,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Queen's Pawn Game,B-P-d,W-P-e,2,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Queen's Pawn Game,B-P-d,W-Q,3,984,link,B,Pawn,Queen
1250-1499,1250-1499,Queen's Pawn Game,B-P-e,W-P-d,3,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Queen's Pawn Game,B-P-e,W-P-f,1,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Queen's Pawn Game,B-P-f,W-B-f,1,984,link,B,Pawn,Bishop
1250-1499,1250-1499,Queen's Pawn Game,B-P-f,W-P-d,1,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Queen's Pawn Game,B-P-g,W-B-f,1,984,link,B,Pawn,Bishop
1250-1499,1250-1499,Queen's Pawn Game,B-P-g,W-K,1,984,link,B,Pawn,King
1250-1499,1250-1499,Queen's Pawn Game,B-P-g,W-Q,2,984,link,B,Pawn,Queen
1250-1499,1250-1499,Queen's Pawn Game,B-Q,W-Q,2,984,link,B,Queen,Queen
1250-1499,1250-1499,Queen's Pawn Game,B-R-a,W-K,1,984,link,B,Rook,King
1250-1499,1250-1499,Queen's Pawn Game,B-R-h,W-B-f,1,984,link,B,Rook,Bishop
1250-1499,1250-1499,Queen's Pawn Game,B-R-h,W-Q,1,984,link,B,Rook,Queen
1250-1499,1250-1499,Queen's Pawn Game,W-B-c,B-B-f,1,984,link,W,Bishop,Bishop
1250-1499,1250-1499,Queen's Pawn Game,W-B-c,B-N-g,1,984,link,W,Bishop,Knight
1250-1499,1250-1499,Queen's Pawn Game,W-B-c,B-P-c,1,984,link,W,Bishop,Pawn
1250-1499,1250-1499,Queen's Pawn Game,W-B-c,B-P-g,1,984,link,W,Bishop,Pawn
1250-1499,1250-1499,Queen's Pawn Game,W-B-f,B-B-c,3,984,link,W,Bishop,Bishop
1250-1499,1250-1499,Queen's Pawn Game,W-B-f,B-K,1,984,link,W,Bishop,King
1250-1499,1250-1499,Queen's Pawn Game,W-B-f,B-P-f,1,984,link,W,Bishop,Pawn
1250-1499,1250-1499,Queen's Pawn Game,W-B-f,B-Q,1,984,link,W,Bishop,Queen
1250-1499,1250-1499,Queen's Pawn Game,W-N-b,B-B-c,1,984,link,W,Knight,Bishop
1250-1499,1250-1499,Queen's Pawn Game,W-N-b,B-B-f,2,984,link,W,Knight,Bishop
1250-1499,1250-1499,Queen's Pawn Game,W-N-b,B-P-c,1,984,link,W,Knight,Pawn
1250-1499,1250-1499,Queen's Pawn Game,W-N-b,B-P-d,1,984,link,W,Knight,Pawn
1250-1499,1250-1499,Queen's Pawn Game,W-N-b,B-Q,1,984,link,W,Knight,Queen
1250-1499,1250-1499,Queen's Pawn Game,W-N-g,B-B-c,1,984,link,W,Knight,Bishop
1250-1499,1250-1499,Queen's Pawn Game,W-N-g,B-B-f,1,984,link,W,Knight,Bishop
1250-1499,1250-1499,Queen's Pawn Game,W-N-g,B-N-b,2,984,link,W,Knight,Knight
1250-1499,1250-1499,Queen's Pawn Game,W-N-g,B-N-g,1,984,link,W,Knight,Knight
1250-1499,1250-1499,Queen's Pawn Game,W-N-g,B-P-b,1,984,link,W,Knight,Pawn
1250-1499,1250-1499,Queen's Pawn Game,W-P-a,B-K,1,984,link,W,Pawn,King
1250-1499,1250-1499,Queen's Pawn Game,W-P-b,B-K,1,984,link,W,Pawn,King
1250-1499,1250-1499,Queen's Pawn Game,W-P-b,B-P-b,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Queen's Pawn Game,W-P-c,B-K,1,984,link,W,Pawn,King
1250-1499,1250-1499,Queen's Pawn Game,W-P-c,B-P-c,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Queen's Pawn Game,W-P-d,B-B-f,1,984,link,W,Pawn,Bishop
1250-1499,1250-1499,Queen's Pawn Game,W-P-d,B-K,1,984,link,W,Pawn,King
1250-1499,1250-1499,Queen's Pawn Game,W-P-d,B-N-b,1,984,link,W,Pawn,Knight
1250-1499,1250-1499,Queen's Pawn Game,W-P-d,B-P-c,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Queen's Pawn Game,W-P-d,B-P-g,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Queen's Pawn Game,W-P-d,B-Q,1,984,link,W,Pawn,Queen
1250-1499,1250-1499,Queen's Pawn Game,W-P-e,B-K,1,984,link,W,Pawn,King
1250-1499,1250-1499,Queen's Pawn Game,W-P-e,B-N-b,1,984,link,W,Pawn,Knight
1250-1499,1250-1499,Queen's Pawn Game,W-P-e,B-Q,1,984,link,W,Pawn,Queen
1250-1499,1250-1499,Queen's Pawn Game,W-P-f,B-P-d,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Queen's Pawn Game,W-P-f,B-P-f,1,984,link,W,Pawn,Pawn
1250-1499,1250-1499,Queen's Pawn Game,W-P-f,B-Q,1,984,link,W,Pawn,Queen
1250-1499,1250-1499,Queen's Pawn Game,W-P-g,B-Q,2,984,link,W,Pawn,Queen
1250-1499,1250-1499,Queen's Pawn Game,W-P-h,B-Q,3,984,link,W,Pawn,Queen
1250-1499,1250-1499,Queen's Pawn Game,W-Q,B-B-c,1,984,link,W,Queen,Bishop
1250-1499,1250-1499,Queen's Pawn Game,W-Q,B-P-g,1,984,link,W,Queen,Pawn
1250-1499,1250-1499,Queen's Pawn Game,W-Q,B-R-a,1,984,link,W,Queen,Rook
1250-1499,1250-1499,Queen's Pawn Game,W-R-a,B-B-f,1,984,link,W,Rook,Bishop
1250-1499,1250-1499,Queen's Pawn Game,W-R-a,B-R-h,2,984,link,W,Rook,Rook
1250-1499,1250-1499,Queen's Pawn Game,W-R-h,B-B-c,1,984,link,W,Rook,Bishop
1250-1499,1250-1499,Queen's Pawn Game,W-R-h,B-P-g,1,984,link,W,Rook,Pawn
1250-1499,1250-1499,Queen's Pawn Game,W-R-h,B-R-a,1,984,link,W,Rook,Rook
1250-1499,1250-1499,Scandinavian Defense,B-B-c,W-B-f,3,984,link,B,Bishop,Bishop
1250-1499,1250-1499,Scandinavian Defense,B-B-c,W-N-g,1,984,link,B,Bishop,Knight
1250-1499,1250-1499,Scandinavian Defense,B-B-c,W-P-g,1,984,link,B,Bishop,Pawn
1250-1499,1250-1499,Scandinavian Defense,B-B-c,W-Q,1,984,link,B,Bishop,Queen
1250-1499,1250-1499,Scandinavian Defense,B-B-c,W-R-a,1,984,link,B,Bishop,Rook
1250-1499,1250-1499,Scandinavian Defense,B-B-f,W-B-c,1,984,link,B,Bishop,Bishop
1250-1499,1250-1499,Scandinavian Defense,B-B-f,W-K,1,984,link,B,Bishop,King
1250-1499,1250-1499,Scandinavian Defense,B-B-f,W-N-b,1,984,link,B,Bishop,Knight
1250-1499,1250-1499,Scandinavian Defense,B-B-f,W-P-d,1,984,link,B,Bishop,Pawn
1250-1499,1250-1499,Scandinavian Defense,B-B-f,W-Q,1,984,link,B,Bishop,Queen
1250-1499,1250-1499,Scandinavian Defense,B-N-b,W-B-c,1,984,link,B,Knight,Bishop
1250-1499,1250-1499,Scandinavian Defense,B-N-b,W-B-f,2,984,link,B,Knight,Bishop
1250-1499,1250-1499,Scandinavian Defense,B-N-b,W-N-g,1,984,link,B,Knight,Knight
1250-1499,1250-1499,Scandinavian Defense,B-N-b,W-Q,1,984,link,B,Knight,Queen
1250-1499,1250-1499,Scandinavian Defense,B-N-g,W-B-c,1,984,link,B,Knight,Bishop
1250-1499,1250-1499,Scandinavian Defense,B-N-g,W-N-b,3,984,link,B,Knight,Knight
1250-1499,1250-1499,Scandinavian Defense,B-N-g,W-Q,3,984,link,B,Knight,Queen
1250-1499,1250-1499,Scandinavian Defense,B-P-a,W-B-c,1,984,link,B,Pawn,Bishop
1250-1499,1250-1499,Scandinavian Defense,B-P-a,W-B-f,1,984,link,B,Pawn,Bishop
1250-1499,1250-1499,Scandinavian Defense,B-P-a,W-Q,2,984,link,B,Pawn,Queen
1250-1499,1250-1499,Scandinavian Defense,B-P-b,W-B-f,1,984,link,B,Pawn,Bishop
1250-1499,1250-1499,Scandinavian Defense,B-P-b,W-P-b,1,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Scandinavian Defense,B-P-b,W-P-c,2,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Scandinavian Defense,B-P-b,W-Q,1,984,link,B,Pawn,Queen
1250-1499,1250-1499,Scandinavian Defense,B-P-c,W-N-g,2,984,link,B,Pawn,Knight
1250-1499,1250-1499,Scandinavian Defense,B-P-c,W-P-a,1,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Scandinavian Defense,B-P-c,W-P-d,2,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Scandinavian Defense,B-P-d,W-N-b,3,984,link,B,Pawn,Knight
1250-1499,1250-1499,Scandinavian Defense,B-P-d,W-P-c,1,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Scandinavian Defense,B-P-d,W-P-e,6,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Scandinavian Defense,B-P-d,W-Q,1,984,link,B,Pawn,Queen
1250-1499,1250-1499,Scandinavian Defense,B-P-e,W-B-c,1,984,link,B,Pawn,Bishop
1250-1499,1250-1499,Scandinavian Defense,B-P-e,W-P-d,2,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Scandinavian Defense,B-P-e,W-P-e,1,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Scandinavian Defense,B-P-e,W-P-g,1,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Scandinavian Defense,B-P-e,W-Q,1,984,link,B,Pawn,Queen
1250-1499,1250-1499,Scandinavian Defense,B-P-e,W-R-h,1,984,link,B,Pawn,Rook
1250-1499,1250-1499,Scandinavian Defense,B-P-f,W-N-g,2,984,link,B,Pawn,Knight
1250-1499,1250-1499,Scandinavian Defense,B-P-f,W-P-f,1,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Scandinavian Defense,B-P-f,W-P-g,1,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Scandinavian Defense,B-P-f,W-R-h,1,984,link,B,Pawn,Rook
1250-1499,1250-1499,Scandinavian Defense,B-P-g,W-P-f,1,984,link,B,Pawn,Pawn
1250-1499,1250-1499,Scandinavian Defense,B-P-g,W-R-h,1,984,link,B,Pawn,Rook
1250-1499,1250-1499,Scandinavian Defense,B-P-h,W-R-h,1,984,link,B,Pawn,Rook
1250-1499,1250-1499,Scandinavian Defense,B-Q,W-K,1,984,link,B,Queen,King
1250-1499,1250-1499,Scandinavian Defense,B-Q,W-N-g,2,984,link,B,Queen,Knight
1250-1499,1250-1499,Scandinavian Defense,B-Q,W-R-a,1,984,link,B,Queen,Rook
1250-1499,1250-1499,Scandinavian Defense,B-R-a,W-B-c,1,984,link,B,Rook,Bishop
1250-1499,1250-1499,Scandinavian Defense,B-R-a,W-B-f,1,984,link,B,Rook,Bishop
1250-1499,1250-1499,Scandinavian Defense,B-R-a,W-R-a,1,984,link,B,Rook,Rook
1250-1499,1250-1499,Scandinavian Defense,B-R-h,W-B-f,1,984,link,B,Rook,Bishop
1250-1499,1250-1499,Scandinavian Defense,B-R-h,W-N-g,1,984,link,B,Rook,Knight
1250-1499,1250-1499,Scandinavian Defense,B-R-h,W-R-a,1,984,link,B,Rook,Rook
1250-1499,1250-1499,Scandinavian Defense,B-R-h,W-R-h,1,984,link,B,Rook,Rook
1250-1499,1250-1499,Scandinavian Defense,W-B-c,B-B-f,1,984,link,W,Bishop,Bishop
1250-1499,1250-1499,Scandinavian Defense,W-B-c,B-N-g,1,984,link,W,Bishop,Knight
1250-1499,1250-1499,Scandinavian Defense,W-B-c,B-Q,1,984,link,W,Bishop,Queen
1250-1499,1250-1499,Scandinavian Defense,W-B-c,B-R-h,1,984,link,W,Bishop,Rook
1250-1499,1250-1499,Scandinavian Defense,W-B-f,B-N-b,2,984,link,W,Bishop,Knight
1250-1499,1250-1499,Scandinavian Defense,W-B-f,B-N-g,1,984,link,W,Bishop,Knight
1250-1499,1250-1499,Scandinavian Defense,W-B-f,B-P-b,1,984,link,W,Bishop,Pawn
1250-1499,1250-1499,Scandinavian Defense,W-B-f,B-R-a,2,984,link,W,Bishop,Rook
