level_0,Site,SAN,LAN,player,from_and_piece,to_and_result,from,to,piece_moved,action,index,player_name,result,match_name,piece_id,killed
42,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Qe3,Qe2-e3,white,Qe2,e3,e2,e3,Queen,move,44,Deep Blue,white wins,Deep Blue (white) vs Garry Kasparov (black),W-Q,
43,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Qf6,Qe7-f6,black,Qe7,f6,e7,f6,Queen,move,45,Garry Kasparov,white wins,Deep Blue (white) vs Garry Kasparov (black),B-Q,
44,https://lichess.org/study/mMd71FFj/FAyvLmLJ,d5,d4-d5,white,d4,d5,d4,d5,Pawn,move,46,Deep Blue,white wins,Deep Blue (white) vs Garry Kasparov (black),W-P-c,
45,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Rxd5,Rd8xd5,black,Rd8,d5,d8,d5,Rook,kill,47,Garry Kasparov,white wins,Deep Blue (white) vs Garry Kasparov (black),B-R-h,W-P-c
46,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Rxd5,Rd1xd5,white,Rd1,d5,d1,d5,Rook,kill,48,Deep Blue,white wins,Deep Blue (white) vs Garry Kasparov (black),W-R-h,B-R-h
47,https://lichess.org/study/mMd71FFj/FAyvLmLJ,exd5,e6xd5,black,e6,d5,e6,d5,Pawn,kill,49,Garry Kasparov,white wins,Deep Blue (white) vs Garry Kasparov (black),B-P-e,W-R-h
48,https://lichess.org/study/mMd71FFj/FAyvLmLJ,b3,b2-b3,white,b2,b3,b2,b3,Pawn,move,50,Deep Blue,white wins,Deep Blue (white) vs Garry Kasparov (black),W-P-b,
49,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Kh8,Kg8-h8,black,Kg8,h8,g8,h8,King,move,51,Garry Kasparov,white wins,Deep Blue (white) vs Garry Kasparov (black),B-K,
50,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Qxb6,Qe3xb6,white,Qe3,b6,e3,b6,Queen,kill,52,Deep Blue,white wins,Deep Blue (white) vs Garry Kasparov (black),W-Q,B-P-a
51,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Rg8,Rc8-g8,black,Rc8,g8,c8,g8,Rook,move,53,Garry Kasparov,white wins,Deep Blue (white) vs Garry Kasparov (black),B-R-a,
52,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Qc5,Qb6-c5,white,Qb6,c5,b6,c5,Queen,move,54,Deep Blue,white wins,Deep Blue (white) vs Garry Kasparov (black),W-Q,
53,https://lichess.org/study/mMd71FFj/FAyvLmLJ,d4,d5-d4,black,d5,d4,d5,d4,Pawn,move,55,Garry Kasparov,white wins,Deep Blue (white) vs Garry Kasparov (black),B-P-e,
54,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Nd6,Nb5-d6,white,Nb5,d6,b5,d6,Knight,move,56,Deep Blue,white wins,Deep Blue (white) vs Garry Kasparov (black),W-N-b,
55,https://lichess.org/study/mMd71FFj/FAyvLmLJ,f4,f5-f4,black,f5,f4,f5,f4,Pawn,move,57,Garry Kasparov,white wins,Deep Blue (white) vs Garry Kasparov (black),B-P-g,
56,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Nxb7,Nd6xb7,white,Nd6,b7,d6,b7,Knight,kill,58,Deep Blue,white wins,Deep Blue (white) vs Garry Kasparov (black),W-N-b,B-P-b
57,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Ne5,Nc6-e5,black,Nc6,e5,c6,e5,Knight,move,59,Garry Kasparov,white wins,Deep Blue (white) vs Garry Kasparov (black),B-N-b,
58,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Qd5,Qc5-d5,white,Qc5,d5,c5,d5,Queen,move,60,Deep Blue,white wins,Deep Blue (white) vs Garry Kasparov (black),W-Q,
59,https://lichess.org/study/mMd71FFj/FAyvLmLJ,f3,f4-f3,black,f4,f3,f4,f3,Pawn,move,61,Garry Kasparov,white wins,Deep Blue (white) vs Garry Kasparov (black),B-P-g,
60,https://lichess.org/study/mMd71FFj/FAyvLmLJ,g3,g2-g3,white,g2,g3,g2,g3,Pawn,move,62,Deep Blue,white wins,Deep Blue (white) vs Garry Kasparov (black),W-P-g,
61,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Nd3,Ne5-d3,black,Ne5,d3,e5,d3,Knight,move,63,Garry Kasparov,white wins,Deep Blue (white) vs Garry Kasparov (black),B-N-b,
62,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Rc7,Rc1-c7,white,Rc1,c7,c1,c7,Rook,move,64,Deep Blue,white wins,Deep Blue (white) vs Garry Kasparov (black),W-R-a,
63,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Re8,Rg8-e8,black,Rg8,e8,g8,e8,Rook,move,65,Garry Kasparov,white wins,Deep Blue (white) vs Garry Kasparov (black),B-R-a,
64,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Nd6,Nb7-d6,white,Nb7,d6,b7,d6,Knight,move,66,Deep Blue,white wins,Deep Blue (white) vs Garry Kasparov (black),W-N-b,
65,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Re1+,Re8-e1+,black,Re8,e1+,e8,e1,Rook,check,67,Garry Kasparov,white wins,Deep Blue (white) vs Garry Kasparov (black),B-R-a,
66,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Kh2,Kg1-h2,white,Kg1,h2,g1,h2,King,move,68,Deep Blue,white wins,Deep Blue (white) vs Garry Kasparov (black),W-K,
67,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Nxf2,Nd3xf2,black,Nd3,f2,d3,f2,Knight,kill,69,Garry Kasparov,white wins,Deep Blue (white) vs Garry Kasparov (black),B-N-b,W-P-f
68,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Nxf7+,Nd6xf7+,white,Nd6,f7+,d6,f7,Knight,kill,70,Deep Blue,white wins,Deep Blue (white) vs Garry Kasparov (black),W-N-b,B-P-f
69,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Kg7,Kh8-g7,black,Kh8,g7,h8,g7,King,move,71,Garry Kasparov,white wins,Deep Blue (white) vs Garry Kasparov (black),B-K,
70,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Ng5+,Nf7-g5+,white,Nf7,g5+,f7,g5,Knight,check,72,Deep Blue,white wins,Deep Blue (white) vs Garry Kasparov (black),W-N-b,
71,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Kh6,Kg7-h6,black,Kg7,h6,g7,h6,King,move,73,Garry Kasparov,white wins,Deep Blue (white) vs Garry Kasparov (black),B-K,
72,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Rxh7+,Rc7xh7+,white,Rc7,h7+,c7,h7,Rook,kill,74,Deep Blue,white wins,Deep Blue (white) vs Garry Kasparov (black),W-R-a,B-P-h
73,https://lichess.org/study/mMd71FFj/FAyvLmLJ,Kg6,Kh6-g6,black,Kh6,g6,h6,g6,King,move,75,Garry Kasparov,white wins,Deep Blue (white) vs Garry Kasparov (black),B-K,
0,Wijk aan Zee NED,d4,d2-d4,white,d2,d4,d2,d4,Pawn,move,0,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-P-d,
1,Wijk aan Zee NED,d5,d7-d5,black,d7,d5,d7,d5,Pawn,move,1,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-P-d,
2,Wijk aan Zee NED,c4,c2-c4,white,c2,c4,c2,c4,Pawn,move,2,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-P-c,
3,Wijk aan Zee NED,c6,c7-c6,black,c7,c6,c7,c6,Pawn,move,3,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-P-c,
4,Wijk aan Zee NED,Nf3,Ng1-f3,white,Ng1,f3,g1,f3,Knight,move,4,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-N-g,
5,Wijk aan Zee NED,Nf6,Ng8-f6,black,Ng8,f6,g8,f6,Knight,move,5,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-N-g,
6,Wijk aan Zee NED,Nc3,Nb1-c3,white,Nb1,c3,b1,c3,Knight,move,6,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-N-b,
7,Wijk aan Zee NED,e6,e7-e6,black,e7,e6,e7,e6,Pawn,move,7,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-P-e,
8,Wijk aan Zee NED,Bg5,Bc1-g5,white,Bc1,g5,c1,g5,Bishop,move,8,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-B-c,
9,Wijk aan Zee NED,h6,h7-h6,black,h7,h6,h7,h6,Pawn,move,9,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-P-h,
10,Wijk aan Zee NED,Bh4,Bg5-h4,white,Bg5,h4,g5,h4,Bishop,move,10,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-B-c,
11,Wijk aan Zee NED,dxc4,d5xc4,black,d5,c4,d5,c4,Pawn,kill,11,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-P-d,W-P-c
12,Wijk aan Zee NED,e4,e2-e4,white,e2,e4,e2,e4,Pawn,move,12,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-P-e,
13,Wijk aan Zee NED,g5,g7-g5,black,g7,g5,g7,g5,Pawn,move,13,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-P-g,
14,Wijk aan Zee NED,Bg3,Bh4-g3,white,Bh4,g3,h4,g3,Bishop,move,14,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-B-c,
15,Wijk aan Zee NED,b5,b7-b5,black,b7,b5,b7,b5,Pawn,move,15,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-P-b,
16,Wijk aan Zee NED,Be2,Bf1-e2,white,Bf1,e2,f1,e2,Bishop,move,16,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-B-f,
17,Wijk aan Zee NED,Bb7,Bc8-b7,black,Bc8,b7,c8,b7,Bishop,move,17,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-B-c,
0,Wijk aan Zee NED,O-O,O-O,white,e1,g1,e1,g1,King,move,18,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-K,
1,Wijk aan Zee NED,O-O,O-O,white,h1,f1,h1,f1,Rook,move,19,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-R-h,
19,Wijk aan Zee NED,Nbd7,Nb8-d7,black,Nb8,d7,b8,d7,Knight,move,20,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-N-b,
20,Wijk aan Zee NED,Ne5,Nf3-e5,white,Nf3,e5,f3,e5,Knight,move,21,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-N-g,
21,Wijk aan Zee NED,Bg7,Bf8-g7,black,Bf8,g7,f8,g7,Bishop,move,22,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-B-f,
22,Wijk aan Zee NED,Nxf7,Ne5xf7,white,Ne5,f7,e5,f7,Knight,kill,23,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-N-g,B-P-f
23,Wijk aan Zee NED,Kxf7,Ke8xf7,black,Ke8,f7,e8,f7,King,kill,24,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-K,W-N-g
24,Wijk aan Zee NED,e5,e4-e5,white,e4,e5,e4,e5,Pawn,move,25,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-P-e,
25,Wijk aan Zee NED,Nd5,Nf6-d5,black,Nf6,d5,f6,d5,Knight,move,26,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-N-g,
26,Wijk aan Zee NED,Ne4,Nc3-e4,white,Nc3,e4,c3,e4,Knight,move,27,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-N-b,
27,Wijk aan Zee NED,Ke7,Kf7-e7,black,Kf7,e7,f7,e7,King,move,28,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-K,
28,Wijk aan Zee NED,Nd6,Ne4-d6,white,Ne4,d6,e4,d6,Knight,move,29,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-N-b,
29,Wijk aan Zee NED,Qb6,Qd8-b6,black,Qd8,b6,d8,b6,Queen,move,30,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-Q,
30,Wijk aan Zee NED,Bg4,Be2-g4,white,Be2,g4,e2,g4,Bishop,move,31,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-B-f,
31,Wijk aan Zee NED,Raf8,Ra8-f8,black,Ra8,f8,a8,f8,Rook,move,32,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-R-a,
32,Wijk aan Zee NED,Qc2,Qd1-c2,white,Qd1,c2,d1,c2,Queen,move,33,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-Q,
33,Wijk aan Zee NED,Qxd4,Qb6xd4,black,Qb6,d4,b6,d4,Queen,kill,34,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-Q,W-P-d
34,Wijk aan Zee NED,Qg6,Qc2-g6,white,Qc2,g6,c2,g6,Queen,move,35,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-Q,
35,Wijk aan Zee NED,Qxg4,Qd4xg4,black,Qd4,g4,d4,g4,Queen,kill,36,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-Q,W-B-f
36,Wijk aan Zee NED,Qxg7+,Qg6xg7+,white,Qg6,g7+,g6,g7,Queen,kill,37,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-Q,B-B-f
37,Wijk aan Zee NED,Kd8,Ke7-d8,black,Ke7,d8,e7,d8,King,move,38,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-K,
38,Wijk aan Zee NED,Nxb7+,Nd6xb7+,white,Nd6,b7+,d6,b7,Knight,kill,39,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-N-b,B-B-c
39,Wijk aan Zee NED,Kc8,Kd8-c8,black,Kd8,c8,d8,c8,King,move,40,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-K,
40,Wijk aan Zee NED,a4,a2-a4,white,a2,a4,a2,a4,Pawn,move,41,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-P-a,
41,Wijk aan Zee NED,b4,b5-b4,black,b5,b4,b5,b4,Pawn,move,42,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-P-b,
42,Wijk aan Zee NED,Rac1,Ra1-c1,white,Ra1,c1,a1,c1,Rook,move,43,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-R-a,
43,Wijk aan Zee NED,c3,c4-c3,black,c4,c3,c4,c3,Pawn,move,44,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-P-d,
44,Wijk aan Zee NED,bxc3,b2xc3,white,b2,c3,b2,c3,Pawn,kill,45,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-P-b,B-P-d
45,Wijk aan Zee NED,b3,b4-b3,black,b4,b3,b4,b3,Pawn,move,46,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-P-b,
46,Wijk aan Zee NED,c4,c3-c4,white,c3,c4,c3,c4,Pawn,move,47,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-P-b,
47,Wijk aan Zee NED,Rfg8,Rf8-g8,black,Rf8,g8,f8,g8,Rook,move,48,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-R-a,
48,Wijk aan Zee NED,Nd6+,Nb7-d6+,white,Nb7,d6+,b7,d6,Knight,check,49,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-N-b,
49,Wijk aan Zee NED,Kc7,Kc8-c7,black,Kc8,c7,c8,c7,King,move,50,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-K,
50,Wijk aan Zee NED,Qf7,Qg7-f7,white,Qg7,f7,g7,f7,Queen,move,51,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-Q,
51,Wijk aan Zee NED,Rf8,Rg8-f8,black,Rg8,f8,g8,f8,Rook,move,52,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-R-a,
52,Wijk aan Zee NED,cxd5,c4xd5,white,c4,d5,c4,d5,Pawn,kill,53,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-P-b,B-N-g
53,Wijk aan Zee NED,Rxf7,Rf8xf7,black,Rf8,f7,f8,f7,Rook,kill,54,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-R-a,W-Q
54,Wijk aan Zee NED,Rxc6+,Rc1xc6+,white,Rc1,c6+,c1,c6,Rook,kill,55,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-R-a,B-P-c
55,Wijk aan Zee NED,Kb8,Kc7-b8,black,Kc7,b8,c7,b8,King,move,56,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-K,
56,Wijk aan Zee NED,Nxf7,Nd6xf7,white,Nd6,f7,d6,f7,Knight,kill,57,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-N-b,B-R-a
57,Wijk aan Zee NED,Re8,Rh8-e8,black,Rh8,e8,h8,e8,Rook,move,58,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-R-h,
58,Wijk aan Zee NED,Nd6,Nf7-d6,white,Nf7,d6,f7,d6,Knight,move,59,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-N-b,
59,Wijk aan Zee NED,Rh8,Re8-h8,black,Re8,h8,e8,h8,Rook,move,60,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-R-h,
60,Wijk aan Zee NED,Rc4,Rc6-c4,white,Rc6,c4,c6,c4,Rook,move,61,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-R-a,
61,Wijk aan Zee NED,Qe2,Qg4-e2,black,Qg4,e2,g4,e2,Queen,move,62,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-Q,
62,Wijk aan Zee NED,dxe6,d5xe6,white,d5,e6,d5,e6,Pawn,kill,63,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-P-b,B-P-e
63,Wijk aan Zee NED,Nb6,Nd7-b6,black,Nd7,b6,d7,b6,Knight,move,64,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-N-b,
64,Wijk aan Zee NED,Rb4,Rc4-b4,white,Rc4,b4,c4,b4,Rook,move,65,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-R-a,
65,Wijk aan Zee NED,Ka8,Kb8-a8,black,Kb8,a8,b8,a8,King,move,66,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-K,
66,Wijk aan Zee NED,e7,e6-e7,white,e6,e7,e6,e7,Pawn,move,67,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-P-b,
67,Wijk aan Zee NED,Nd5,Nb6-d5,black,Nb6,d5,b6,d5,Knight,move,68,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-N-b,
68,Wijk aan Zee NED,Rxb3,Rb4xb3,white,Rb4,b3,b4,b3,Rook,kill,69,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-R-a,B-P-b
69,Wijk aan Zee NED,Nxe7,Nd5xe7,black,Nd5,e7,d5,e7,Knight,kill,70,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-N-b,W-P-b
70,Wijk aan Zee NED,Rfb1,Rf1-b1,white,Rf1,b1,f1,b1,Rook,move,71,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-R-h,
71,Wijk aan Zee NED,Nd5,Ne7-d5,black,Ne7,d5,e7,d5,Knight,move,72,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-N-b,
72,Wijk aan Zee NED,h3,h2-h3,white,h2,h3,h2,h3,Pawn,move,73,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-P-h,
73,Wijk aan Zee NED,h5,h6-h5,black,h6,h5,h6,h5,Pawn,move,74,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-P-h,
74,Wijk aan Zee NED,Nf7,Nd6-f7,white,Nd6,f7,d6,f7,Knight,move,75,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-N-b,
75,Wijk aan Zee NED,Rc8,Rh8-c8,black,Rh8,c8,h8,c8,Rook,move,76,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-R-h,
76,Wijk aan Zee NED,e6,e5-e6,white,e5,e6,e5,e6,Pawn,move,77,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-P-e,
77,Wijk aan Zee NED,a6,a7-a6,black,a7,a6,a7,a6,Pawn,move,78,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-P-a,
78,Wijk aan Zee NED,Nxg5,Nf7xg5,white,Nf7,g5,f7,g5,Knight,kill,79,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-N-b,B-P-g
79,Wijk aan Zee NED,h4,h5-h4,black,h5,h4,h5,h4,Pawn,move,80,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-P-h,
80,Wijk aan Zee NED,Bd6,Bg3-d6,white,Bg3,d6,g3,d6,Bishop,move,81,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-B-c,
81,Wijk aan Zee NED,Rg8,Rc8-g8,black,Rc8,g8,c8,g8,Rook,move,82,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-R-h,
82,Wijk aan Zee NED,R3b2,Rb3-b2,white,Rb3,b2,b3,b2,Rook,move,83,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-R-a,
83,Wijk aan Zee NED,Qd3,Qe2-d3,black,Qe2,d3,e2,d3,Queen,move,84,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-Q,
84,Wijk aan Zee NED,e7,e6-e7,white,e6,e7,e6,e7,Pawn,move,85,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-P-e,
85,Wijk aan Zee NED,Nf6,Nd5-f6,black,Nd5,f6,d5,f6,Knight,move,86,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-N-b,
86,Wijk aan Zee NED,Be5,Bd6-e5,white,Bd6,e5,d6,e5,Bishop,move,87,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-B-c,
87,Wijk aan Zee NED,Nd7,Nf6-d7,black,Nf6,d7,f6,d7,Knight,move,88,Vladimir Kramnik,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),B-N-b,
88,Wijk aan Zee NED,Ne6,Ng5-e6,white,Ng5,e6,g5,e6,Knight,move,89,Veselin Topalov,white wins,Veselin Topalov (white) vs Vladimir Kramnik (black),W-N-b,
0,Portoroz SVN,c4,c2-c4,white,c2,c4,c2,c4,Pawn,move,0,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-P-c,
1,Portoroz SVN,Nf6,Ng8-f6,black,Ng8,f6,g8,f6,Knight,move,1,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-N-g,
2,Portoroz SVN,Nc3,Nb1-c3,white,Nb1,c3,b1,c3,Knight,move,2,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-N-b,
3,Portoroz SVN,g6,g7-g6,black,g7,g6,g7,g6,Pawn,move,3,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-P-g,
4,Portoroz SVN,g3,g2-g3,white,g2,g3,g2,g3,Pawn,move,4,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-P-g,
5,Portoroz SVN,Bg7,Bf8-g7,black,Bf8,g7,f8,g7,Bishop,move,5,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-B-f,
6,Portoroz SVN,Bg2,Bf1-g2,white,Bf1,g2,f1,g2,Bishop,move,6,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-B-f,
0,Portoroz SVN,O-O,O-O,black,e8,g8,e8,g8,King,move,7,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-K,
1,Portoroz SVN,O-O,O-O,black,h8,f8,h8,f8,Rook,move,8,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-R-h,
8,Portoroz SVN,Nf3,Ng1-f3,white,Ng1,f3,g1,f3,Knight,move,9,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-N-g,
9,Portoroz SVN,d6,d7-d6,black,d7,d6,d7,d6,Pawn,move,10,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-P-d,
1,Portoroz SVN,O-O,O-O,white,h1,f1,h1,f1,Rook,move,11,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-R-h,
0,Portoroz SVN,O-O,O-O,white,e1,g1,e1,g1,King,move,12,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-K,
11,Portoroz SVN,Nc6,Nb8-c6,black,Nb8,c6,b8,c6,Knight,move,13,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-N-b,
12,Portoroz SVN,d3,d2-d3,white,d2,d3,d2,d3,Pawn,move,14,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-P-d,
13,Portoroz SVN,Nh5,Nf6-h5,black,Nf6,h5,f6,h5,Knight,move,15,Robert James Fischer,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),B-N-g,
14,Portoroz SVN,d4,d3-d4,white,d3,d4,d3,d4,Pawn,move,16,Tigran Vartanovich Petrosian,draw,Tigran Vartanovich Petrosian (white) vs Robert James Fischer (black),W-P-d,
